index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob,Flags 4,MH
,,,baby owlbear,S_YETI,2,14,7,0,0,G_GENO|3,"ATTK(AT_BITE,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1000,450,MS_ROAR,MZ_MEDIUM,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,M3_INFRAVISIBLE,9,-,-,-,4,3,8,,,,
,,,ape,S_YETI,4,12,6,0,0,G_GENO|G_SGROUP|2,"ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,1100,500,MS_GROWL,MZ_LARGE,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,M3_INFRAVISIBLE,3,-,-,-,6,6,17,,,,
,,,owlbear,S_YETI,5,12,5,0,0,G_GENO|3,"ATTK(AT_BITE,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_HUGS,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,1700,700,MS_ROAR,MZ_LARGE,,,M1_HUMANOID|M1_ANIMAL|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG,M3_INFRAVISIBLE|M3_BERSERK,3,-,-,-,7,7,64,,,,
,,,yeti,S_YETI,5,15,6,0,0,G_GENO|G_NOHELL|2,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,1600,700,MS_GROWL,MZ_LARGE,MR_COLD,MR_COLD,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,M3_INFRAVISIBLE,15,-,-,-,7,7,29,MR_COLD=+17,M4_VULNERABLE_FIRE,,
,,,carnivorous ape,S_YETI,6,12,6,0,0,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_HUGS,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,1250,550,MS_GROWL,MZ_LARGE,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,M3_INFRAVISIBLE,0,-,-,-,8,8,40,,,,
,,,sasquatch,S_YETI,7,15,6,0,2,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_KICK,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,1550,750,MS_GROWL,MZ_LARGE,,,M1_HUMANOID|M1_ANIMAL|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,M3_INFRAVISIBLE|M3_BERSERK,7,-,-,-,9,9,53,,,,
,,,zruty,S_YETI,9,12,2,30,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,3,6)","ATTK(AT_CLAW,AD_PHYS,3,6)","ATTK(AT_CLAW,AD_CLOB,3,6)",NO_ATTK,NO_ATTK,NO_ATTK,1800,1000,MS_GROWL,MZ_HUGE,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG,M3_INFRAVISIBLE|M3_BERSERK,11,-,-,-,12,11,209,,,,
,,,Abominable Snowman,S_YETI,25,12,0,50,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_BITE,AD_PHYS,8,4)","ATTK(AT_WEAP,AD_PHYS,6,6)","ATTK(AT_CLAW,AD_CLOB,6,6)",NO_ATTK,NO_ATTK,NO_ATTK,5000,2000,MS_GROWL,MZ_GIGANTIC,MR_COLD|MR_SLEEP|MR_POISON|MR_STONE,MR_COLD,M1_SWIM|M1_HUMANOID|M1_ANIMAL|M1_THICK_HIDE|M1_REGEN|M1_CARNIVORE,M2_NOPOLY|M2_HOSTILE|M2_NASTY|M2_STRONG|M2_ROCKTHROW,M3_WAITFORU|M3_INFRAVISION|M3_BERSERK,14,-,-,-,27,30,963,MR_COLD=+55,M4_VULNERABLE_FIRE,,
,,,draugr,S_ZOMBIE,0,10,10,0,-3,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_BITE,AD_DRIN,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_CARNIVORE,M2_NOPOLY|M2_STALK|M2_STRONG,M3_INFRAVISION,15,-,-,-,2,2,6,,M4_VULNERABLE_FIRE,MH_ZOMBIE,
,,,kobold zombie,S_ZOMBIE,0,2,10,0,-3,G_GENO|G_LGROUP|1,"ATTK(AT_CLAW,AD_DRCO,1,4)","ATTK(AT_BITE,AD_DRIN,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,50,MS_SILENT,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_HOSTILE|M2_STALK,M3_INFRAVISION,3,-,POISON=100|-,-,2,3,1,,M4_VULNERABLE_FIRE,MH_ZOMBIE,
,,,gnome zombie,S_ZOMBIE,1,2,10,0,-3,G_GENO|G_LGROUP|1,"ATTK(AT_CLAW,AD_DRCO,1,5)","ATTK(AT_BITE,AD_DRIN,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,650,50,MS_SILENT,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_HOSTILE|M2_STALK,M3_INFRAVISION,3,-,POISON=100|GNOME=100|-,-,2,4,4,,M4_VULNERABLE_FIRE,MH_GNOME|MH_ZOMBIE,
,,,orc zombie,S_ZOMBIE,2,3,9,0,-3,G_NOCORPSE|G_GENO|G_LGROUP|1,"ATTK(AT_CLAW,AD_DRCO,1,6)","ATTK(AT_BITE,AD_DRIN,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,850,75,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_HOSTILE|M2_STALK,M3_INFRAVISION,7,-,POISON=100|-,-,3,5,9,,M4_VULNERABLE_FIRE,MH_ORC|MH_ZOMBIE,
,,,dwarf zombie,S_ZOMBIE,2,3,9,0,-3,G_NOCORPSE|G_GENO|G_LGROUP|1,"ATTK(AT_CLAW,AD_DRCO,1,6)","ATTK(AT_BITE,AD_DRIN,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,150,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_HOSTILE|M2_STALK,M3_INFRAVISION,1,-,POISON=100|DWARF=100|-,-,3,5,9,,M4_VULNERABLE_FIRE,MH_DWARF|MH_ZOMBIE,
,,,hobbit zombie,S_ZOMBIE,2,3,9,0,-3,G_NOCORPSE|G_GENO|G_LGROUP|1,"ATTK(AT_CLAW,AD_DRCO,1,6)","ATTK(AT_BITE,AD_DRIN,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,850,75,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_HOSTILE|M2_STALK,M3_INFRAVISION,2,-,POISON=100|HOBBIT=100|-,-,3,5,9,,M4_VULNERABLE_FIRE,MH_HOBBIT|MH_ZOMBIE,
,,,elf zombie,S_ZOMBIE,3,3,9,0,-3,G_NOCORPSE|G_GENO|G_SGROUP|1,"ATTK(AT_CLAW,AD_DRCO,1,7)","ATTK(AT_BITE,AD_DRIN,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,175,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_HOSTILE|M2_STALK,M3_INFRAVISION|M3_ACCURATE,10,-,ELF=100|-,-,4,6,16,,M4_VULNERABLE_FIRE,MH_ELF|MH_ZOMBIE,
,,,drow zombie,S_ZOMBIE,3,3,9,0,-3,G_NOCORPSE|G_GENO|G_SGROUP|1,"ATTK(AT_CLAW,AD_DRCO,1,7)","ATTK(AT_BITE,AD_DRIN,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,175,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_HOSTILE|M2_STALK,M3_ULTRAVISION|M3_ACCURATE,0,-,ELF=100|-,-,4,6,16,,M4_VULNERABLE_FIRE,MH_DROW|MH_ZOMBIE,
,,,human zombie,S_ZOMBIE,4,4,8,0,-3,G_NOCORPSE|G_GENO|G_SGROUP|1,"ATTK(AT_CLAW,AD_DRCO,1,8)","ATTK(AT_BITE,AD_DRIN,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_HOSTILE|M2_STALK,M3_INFRAVISION,15,-,-,-,5,7,25,,M4_VULNERABLE_FIRE,MH_ZOMBIE,
,,,gnoll witherling,S_ZOMBIE,5,5,7,0,-4,G_NOCORPSE|G_GENO|G_SGROUP|1,"ATTK(AT_CLAW,AD_WTHR,2,4)","ATTK(AT_BITE,AD_DRIN,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1400,300,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_HOSTILE|M2_STALK,M3_INFRAVISION,9,-,-,-,6,7,36,,M4_VULNERABLE_FIRE,MH_ZOMBIE|MH_GNOLL,
,,,ettin zombie,S_ZOMBIE,6,5,6,0,-4,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_DRCO,1,10)","ATTK(AT_CLAW,AD_DRCO,1,6)","ATTK(AT_BITE,AD_DRIN,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,1700,250,MS_SILENT,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_HOSTILE|M2_STALK|M2_STRONG,M3_INFRAVISION,4,-,-,-,7,10,55,,M4_VULNERABLE_FIRE,MH_ZOMBIE,
,,,ghoul,S_ZOMBIE,3,6,10,0,-2,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_DRLI,1,2)","ATTK(AT_CLAW,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,50,MS_SILENT,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_WANDER,M3_INFRAVISION,0,-,POISON=100|-,-,5,5,13,,M4_VULNERABLE_FIRE,MH_UNZOMBIE,
,,,giant zombie,S_ZOMBIE,8,5,6,0,-4,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_DRCO,2,8)","ATTK(AT_BITE,AD_DRIN,1,4)","ATTK(AT_CLAW,AD_CLOB,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,2050,375,MS_SILENT,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_HOSTILE|M2_STALK|M2_STRONG,M3_INFRAVISION,6,-,GIANT=100|-,-,9,11,89,,M4_VULNERABLE_FIRE,MH_GIANT|MH_ZOMBIE,
,,,revenant,S_ZOMBIE,12,9,1,30,0,G_NOCORPSE|G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,2,8)","ATTK(AT_TUCH,AD_DRLI,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,5,MS_BONES,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON|MR_STONE,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE|M2_WANDER|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISION,12,-,-,-,15,15,305,,M4_VULNERABLE_FIRE,MH_UNZOMBIE,
,,,straw golem,S_GOLEM,3,12,10,0,0,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,1,2)","ATTK(AT_CLAW,AD_PHYS,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,0,MS_SILENT,MZ_LARGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_NEUTER|M2_HOSTILE,,11,-,-,-,4,4,10,,M4_VULNERABLE_FIRE,,
,,,paper golem,S_GOLEM,3,12,10,0,0,G_NOCORPSE|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,0,MS_SILENT,MZ_LARGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_NEUTER|M2_HOSTILE,,15,-,-,-,4,4,10,,M4_VULNERABLE_FIRE,,
,,,rope golem,S_GOLEM,4,9,8,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_HUGS,AD_PHYS,6,1)",NO_ATTK,NO_ATTK,NO_ATTK,450,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_NEUTER|M2_HOSTILE,,3,-,-,-,6,6,20,,M4_VULNERABLE_FIRE,,
,,,gold golem,S_GOLEM,5,9,6,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,2,3)","ATTK(AT_CLAW,AD_PHYS,2,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,450,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON|MR_ACID,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_NEUTER|M2_HOSTILE,,11,-,-,-,6,6,26,,,,
,,,leather golem,S_GOLEM,6,6,6,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_NEUTER|M2_HOSTILE,,3,-,-,-,7,7,37,,M4_VULNERABLE_FIRE,,
,,,wood golem,S_GOLEM,7,3,4,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,0,MS_SILENT,MZ_LARGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_NEUTER|M2_HOSTILE,,3,-,-,-,8,8,50,,M4_VULNERABLE_FIRE,,
,,,flesh golem,S_GOLEM,9,8,9,30,0,1,"ATTK(AT_CLAW,AD_PHYS,2,8)","ATTK(AT_CLAW,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1400,600,MS_SILENT,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_HOSTILE|M2_STRONG,,1,-,-,-,10,10,132,MR_FIRE=+15|MR_COLD=+15|MR_SLEEP=+15|MR_ELEC=+15|MR_POISON=+15,M4_VULNERABLE_ACID,,
,,,clay golem,S_GOLEM,11,7,7,40,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,3,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1550,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE|M2_STRONG,,3,-,-,-,12,12,183,,M4_VULNERABLE_ACID,,
,,,stone golem,S_GOLEM,14,6,5,50,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,3,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1900,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON|MR_STONE,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE|M2_STRONG,,7,-,-,-,15,15,261,,,,
,,,glass golem,S_GOLEM,16,6,1,50,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,2,8)","ATTK(AT_CLAW,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1800,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON|MR_ACID,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE|M2_STRONG,,6,-,-,-,18,18,313,,,,
,,,iron golem,S_GOLEM,18,6,3,60,0,G_NOCORPSE|1,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_BREA,AD_DRST,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2000,0,MS_SILENT,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE|M1_POIS,M2_HOSTILE|M2_STRONG|M2_COLLECT,,6,-,POISON=100|-,-,22,22,455,,M4_VULNERABLE_ACID,,
,,,snow golem,S_GOLEM,22,8,-3,80,0,G_NOCORPSE|G_NOHELL|2,"ATTK(AT_BREA,AD_COLD,6,8)","ATTK(AT_SPIT,AD_COLD,1,6)","ATTK(AT_CLAW,AD_CLOB,8,10)",NO_ATTK,NO_ATTK,NO_ATTK,2800,0,MS_SILENT,MZ_HUGE,MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_NOPOLY|M2_HOSTILE|M2_STRONG|M2_COLLECT,,14,-,-,-,25,27,715,,M4_VULNERABLE_FIRE,,
,,,human,S_HUMAN,0,12,10,0,0,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,2,2,6,,,MH_HUMAN,
,,,miner,S_HUMAN,2,6,10,10,4,G_GENO|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG,M3_INFRAVISIBLE,7,-,HUMAN=100|-,-,4,4,10,,,MH_HUMAN,
,,,prison guard,S_HUMAN,12,10,10,15,-6,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,4,4)","ATTK(AT_WEAP,AD_PHYS,4,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_BRIBE,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MINION|M2_HOSTILE|M2_STALK|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,6,-,HUMAN=100|-,-,14,14,205,,,MH_HUMAN,
,,,wererat,S_HUMAN,2,12,10,10,-7,2,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_WERE,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_REGEN|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HOSTILE|M2_COLLECT,M3_INFRAVISIBLE,3,-,LYCANTROPY=100|POISON=100|HUMAN=100|-,-,3,3,10,,,MH_HUMAN|MH_WERE,
,,,werejackal,S_HUMAN,2,12,10,10,-7,1,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_WERE,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_REGEN|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HOSTILE|M2_COLLECT,M3_INFRAVISIBLE,1,-,LYCANTROPY=100|POISON=100|HUMAN=100|-,-,3,3,10,,,MH_HUMAN|MH_WERE,
,,,werewolf,S_HUMAN,5,12,10,20,-7,1,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_WERE,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_REGEN|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HOSTILE|M2_COLLECT,M3_INFRAVISIBLE,9,-,LYCANTROPY=100|POISON=100|HUMAN=100|-,-,6,6,31,,,MH_HUMAN|MH_WERE,
,,,champion,S_HUMAN,12,12,6,10,0,G_NOGEN|G_NOHELL|2,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HOSTILE|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,7,-,HUMAN=100|-,-,6,14,289,,,MH_HUMAN,
,,,agent,S_HUMAN,6,18,10,10,-7,G_NOGEN|G_NOHELL|3,"ATTK(AT_WEAP,AD_SAMU,1,4)","ATTK(AT_CLAW,AD_SAMU,1,1)","ATTK(AT_CLAW,AD_SAMU,1,1)","ATTK(AT_CLAW,AD_SAMU,1,1)",NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_TPORT|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HOSTILE|M2_STALK|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,0,-,HUMAN=100|-,-,6,11,69,M1_TPORT=!20,,MH_HUMAN,
,,,drow,S_HUMAN,0,12,10,2,-3,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,350,MS_HUMANOID,MZ_MEDIUM,MR_SLEEP|MR_POISON,MR_SLEEP,M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_ULTRAVISION|M3_ACCURATE,0,-,ELF=100|-,-,2,2,6,MR_SLEEP=+8,,MH_DROW,
,,,elf,S_HUMAN,0,12,10,2,-3,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,350,MS_HUMANOID,MZ_MEDIUM,MR_SLEEP,MR_SLEEP,M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,10,-,ELF=100|-,-,2,2,6,MR_SLEEP=+8,,MH_ELF,
,,,Woodland-elf,S_HUMAN,4,12,10,10,-5,G_GENO|G_SGROUP|2,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,350,MS_HUMANOID,MZ_MEDIUM,MR_SLEEP,MR_SLEEP,M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,2,-,ELF=100|-,-,6,6,22,MR_SLEEP=+8,,MH_ELF,
,,,Green-elf,S_HUMAN,5,12,10,10,-6,G_GENO|G_SGROUP|2,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,350,MS_HUMANOID,MZ_MEDIUM,MR_SLEEP,MR_SLEEP,M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,10,-,ELF=100|-,-,7,7,31,MR_SLEEP=+8,,MH_ELF,
,,,drow raider,S_HUMAN,5,12,10,10,-15,G_GENO|G_SGROUP|2,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,350,MS_HUMANOID,MZ_MEDIUM,MR_SLEEP|MR_POISON,MR_SLEEP,M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_COLLECT,M3_ULTRAVISION|M3_ACCURATE,0,-,ELF=100|-,-,7,7,31,MR_SLEEP=+8,,MH_DROW,
,,,Grey-elf,S_HUMAN,6,12,10,10,-7,G_GENO|G_SGROUP|2,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,350,MS_HUMANOID,MZ_MEDIUM,MR_SLEEP,MR_SLEEP,M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,7,-,ELF=100|-,-,8,8,42,MR_SLEEP=+8,,MH_ELF,
